id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code,gps_code,local_code,home_link,wikipedia_link,keywords
19630,KDIK,medium_airport,Dickinson Theodore Roosevelt Regional Airport,46.797533,-102.801905,2592.0,,US,US-ND,Dickinson,yes,KDIK,DIK,KDIK,DIK,http://dickinsonairport.com/,https://en.wikipedia.org/wiki/Dickinson_Theodore_Roosevelt_Regional_Airport,
19632,KDKB,small_airport,DeKalb Taylor Municipal Airport,41.936316,-88.704128,914.0,,US,US-IL,DeKalb,no,,,KDKB,DKB,,https://en.wikipedia.org/wiki/DeKalb_Taylor_Municipal_Airport,
19633,KDKK,small_airport,Chautauqua County-Dunkirk Airport,42.49247,-79.273102,693.0,,US,US-NY,Dunkirk,no,KDKK,DKK,KDKK,DKK,,https://en.wikipedia.org/wiki/Chautauqua_County/Dunkirk_Airport,John J. Nalbone Field
19634,KDKR,small_airport,Houston County Airport,31.306999,-95.403801,348.0,,US,US-TX,Crockett,no,,,KDKR,DKR,,https://en.wikipedia.org/wiki/Houston_County_Airport_(Texas),T56
19635,KDKX,small_airport,Knoxville Downtown Island Airport,35.963902,-83.873901,833.0,,US,US-TN,Knoxville,no,,,KDKX,DKX,,https://en.wikipedia.org/wiki/Knoxville_Downtown_Island_Airport,
19636,KDLC,small_airport,Dillon County Airport,34.4491004944,-79.368598938,133.0,,US,US-SC,Dillon,no,KDLC,DLL,KDLC,DLC,,https://en.wikipedia.org/wiki/Dillon_County_Airport,
3490,KDLF,medium_airport,Laughlin Air Force Base,29.359501,-100.778002,1082.0,,US,US-TX,Del Rio,no,KDLF,DLF,KDLF,DLF,http://www.laughlin.af.mil/,https://en.wikipedia.org/wiki/Laughlin_Air_Force_Base,"Laughlin AFB, Laughlin Field, DLF Airport"
3491,KDLH,medium_airport,Duluth International Airport,46.842098,-92.193604,1428.0,,US,US-MN,Duluth,yes,KDLH,DLH,KDLH,DLH,http://www.duluthairport.com/,https://en.wikipedia.org/wiki/Duluth_International_Airport,"LKI, Duluth Air National Guard Base, Lakeside AFB"
19637,KDLL,small_airport,Baraboo Wisconsin Dells Regional Airport,43.522701,-89.770203,979.0,,US,US-WI,Baraboo,no,,,KDLL,DLL,,https://en.wikipedia.org/wiki/Baraboo%E2%80%93Wisconsin_Dells_Airport,
19638,KDLN,small_airport,Dillon Airport,45.255401611299995,-112.553001404,5241.0,,US,US-MT,Dillon,no,KDLN,DLN,KDLN,DLN,,https://en.wikipedia.org/wiki/Dillon_Airport,
19639,KDLO,small_airport,Delano Municipal Airport,35.745601654052734,-119.23699951171876,314.0,,US,US-CA,Delano,no,,,KDLO,DLO,,https://en.wikipedia.org/wiki/Delano_Municipal_Airport,
19640,KDLS,medium_airport,Columbia Gorge Regional Airport,45.620979,-121.170777,247.0,,US,US-OR,Dallesport / The Dalles,no,KDLS,DLS,KDLS,DLS,http://www.columbiagorgeairport.com/,https://en.wikipedia.org/wiki/Columbia_Gorge_Regional_Airport,The Dalles Municipal Airport
19641,KDLZ,small_airport,Delaware Municipal Airport,40.279701,-83.114799,945.0,,US,US-OH,Delaware,no,,,KDLZ,DLZ,https://www.delawareohio.net/government/departments/airport,https://en.wikipedia.org/wiki/Delaware_Municipal_Airport,
3492,KDMA,medium_airport,Davis Monthan Air Force Base,32.1665000916,-110.883003235,2704.0,,US,US-AZ,Tucson,no,KDMA,DMA,KDMA,DMA,,https://en.wikipedia.org/wiki/Davis-Monthan_Air_Force_Base,
3493,KDMN,medium_airport,Deming Municipal Airport,32.262298584,-107.721000671,4314.0,,US,US-NM,Deming,no,KDMN,DMN,KDMN,DMN,http://www.cityofdeming.org/deming-community/municipal-airport,https://en.wikipedia.org/wiki/Deming_Municipal_Airport,
19642,KDMO,small_airport,Sedalia Memorial Airport,38.70740127559999,-93.1759033203,909.0,,US,US-MO,Sedalia,no,KDMO,DMO,KDMO,DMO,http://ci.sedalia.mo.us/content/198/224/default.aspx,https://en.wikipedia.org/wiki/Sedalia_Regional_Airport,
19643,KDMW,small_airport,Carroll County Regional Jack B Poage Field,39.60829926,-77.00769806,789.0,,US,US-MD,Westminster,no,,,KDMW,DMW,,https://en.wikipedia.org/wiki/Carroll_County_Regional_Airport,
19644,KDNL,medium_airport,Daniel Field,33.4664993286,-82.0393981934,423.0,,US,US-GA,Augusta,no,KDNL,DNL,KDNL,DNL,http://www.augustaga.gov/index.aspx?NID=486,https://en.wikipedia.org/wiki/Daniel_Field,
19645,KDNN,small_airport,Dalton Municipal Airport,34.72290039,-84.87020111,709.0,,US,US-GA,Dalton,no,KDNN,DNN,KDNN,DNN,,https://en.wikipedia.org/wiki/Dalton_Municipal_Airport,
19646,KDNS,small_airport,Denison Municipal Airport,41.9864006,-95.38069916,1274.0,,US,US-IA,Denison,no,KDNS,DNS,KDNS,DNS,http://www.denisonia.com/community/airport.asp,https://en.wikipedia.org/wiki/Denison_Municipal_Airport,
19647,KDNV,small_airport,Vermilion Regional Airport,40.199124,-87.59663,697.0,,US,US-IL,Danville,no,KDNV,DNV,KDNV,DNV,http://vrairport.com/,https://en.wikipedia.org/wiki/Vermilion_Regional_Airport,Vermilion County Airport
3494,KDOV,medium_airport,Dover Air Force Base,39.129501,-75.466003,24.0,,US,US-DE,Dover,no,KDOV,DOV,KDOV,DOV,http://www.dover.af.mil/,https://en.wikipedia.org/wiki/Dover_Air_Force_Base,"Municipal Airport - Dover Airdrome, Dover Army Airbase, Dover Army Airfield"
19648,KDPA,medium_airport,Dupage Airport,41.90779877,-88.24859619,759.0,,US,US-IL,Chicago/West Chicago,no,KDPA,DPA,KDPA,DPA,http://www.dupageairport.com/,https://en.wikipedia.org/wiki/DuPage_Airport,
19649,KDPG,small_airport,Michael AAF (Dugway Proving Ground) Airport,40.197396,-112.935094,4349.0,,US,US-UT,Dugway Proving Ground,no,KDPG,DPG,KDPG,DPG,,https://en.wikipedia.org/wiki/Michael_Army_Airfield,
19650,KDPL,small_airport,Duplin County Airport,35.00009918,-77.98169708,136.0,,US,US-NC,Kenansville,no,,,KDPL,DPL,,https://en.wikipedia.org/wiki/Duplin_County_Airport,
19651,KDQH,small_airport,Douglas Municipal Gene Chambers Airport,31.4767,-82.860497,257.0,,US,US-GA,Douglas,no,,,KDQH,DQH,,https://en.wikipedia.org/wiki/Douglas_Municipal_Airport_(Georgia),
19652,KDRA,medium_airport,Desert Rock Airport,36.6194,-116.032997,3314.0,,US,US-NV,Mercury,no,KDRA,DRA,KDRA,NV65,,https://en.wikipedia.org/wiki/Desert_Rock_Airport,Formerly DRA
3495,KDRI,medium_airport,Beauregard Regional Airport,30.831699,-93.339897,202.0,,US,US-LA,DeRidder,no,KDRI,DRI,KDRI,DRI,,https://en.wikipedia.org/wiki/Beauregard_Regional_Airport,"Beauregard Parish, DeRidder Army Air Base"
19653,KDRM,small_airport,Drummond Island Airport,46.0093002319,-83.74389648440001,668.0,,US,US-MI,Drummond Island,no,KDRM,DRE,KDRM,DRM,,https://en.wikipedia.org/wiki/Drummond_Island_Airport,
19654,KDRO,medium_airport,Durango La Plata County Airport,37.151501,-107.753998,6685.0,,US,US-CO,Durango,yes,KDRO,DRO,KDRO,DRO,http://www.durangogov.org/airport/index.cfm,https://en.wikipedia.org/wiki/Durango-La_Plata_County_Airport,
318198,KDRP,small_airport,Delta Regional Airport,35.1200556,-90.8265,239.0,,US,US-AR,Colt,no,,,KDRP,DRP,,,
19655,KDRT,medium_airport,Del Rio International Airport,29.3742008209,-100.927001953,1002.0,,US,US-TX,Del Rio,no,KDRT,DRT,KDRT,DRT,http://www.cityofdelrio.com/index.aspx?NID=412,https://en.wikipedia.org/wiki/Del_Rio_International_Airport,
3496,KDSM,medium_airport,Des Moines International Airport,41.534,-93.663101,958.0,,US,US-IA,Des Moines,yes,KDSM,DSM,KDSM,DSM,,https://en.wikipedia.org/wiki/Des_Moines_International_Airport,
19656,KDSV,small_airport,Dansville Municipal Airport,42.570545,-77.713273,662.0,,US,US-NY,Dansville,no,KDSV,DSV,KDSV,DSV,https://dansvillelibrary.org/community/dansville-airport/,https://en.wikipedia.org/wiki/Dansville_Municipal_Airport,
19657,KDTA,small_airport,Delta Municipal Airport,39.3805999756,-112.508003235,4759.0,,US,US-UT,Delta,no,KDTA,DTA,KDTA,DTA,,https://en.wikipedia.org/wiki/Delta_Municipal_Airport,
19658,KDTL,small_airport,Detroit Lakes Airport,46.824301,-95.883322,1397.0,,US,US-MN,Detroit Lakes,no,KDTL,DTL,KDTL,DTL,http://www.detroitlakesaviation.com/index.php?mod=homepage&Page=1,https://en.wikipedia.org/wiki/Detroit_Lakes_Airport,"Becker County, Wething Field"
19659,KDTN,small_airport,Shreveport Downtown Airport,32.5401992798,-93.7450027466,179.0,,US,US-LA,Shreveport,no,KDTN,DTN,KDTN,DTN,http://www.shreveportla.gov/airport/dtnairport.htm,https://en.wikipedia.org/wiki/Shreveport_Downtown_Airport,
19660,KDTO,small_airport,Denton Enterprise Airport,33.201769,-97.197983,643.0,,US,US-TX,Denton,no,,,KDTO,DTO,http://www.cityofdenton.com/index.aspx?page=451,https://en.wikipedia.org/wiki/Denton_Enterprise_Airport,
19661,KDTS,medium_airport,Destin Executive Airport,30.400101,-86.471497,23.0,,US,US-FL,Destin,yes,KDTS,DSI,KDTS,DTS,http://www.flydts.com/,https://en.wikipedia.org/wiki/Destin-Fort_Walton_Beach_Airport,"81J, Destin-Fort Walton Beach Airport"
3497,KDTW,large_airport,Detroit Metropolitan Wayne County Airport,42.21377,-83.353786,645.0,,US,US-MI,Detroit,yes,KDTW,DTW,KDTW,DTW,http://www.metroairport.com/,https://en.wikipedia.org/wiki/Detroit_Metropolitan_Airport,"DTT, Detroit Metro Airport"
19662,KDUA,medium_airport,Durant Regional Airport - Eaker Field,33.939675,-96.395072,699.0,,US,US-OK,Durant,no,KDUA,DUA,KDUA,DUA,https://www.durant.org/151/Airport,https://en.wikipedia.org/wiki/Durant_Regional_Airport_%E2%80%93_Eaker_Field,
19663,KDUC,small_airport,Halliburton Field,34.47090149,-97.9598999,1114.0,,US,US-OK,Duncan,no,KDUC,DUC,KDUC,DUC,,https://en.wikipedia.org/wiki/Halliburton_Field_(airport),
19664,KDUG,medium_airport,Bisbee Douglas International Airport,31.4689998627,-109.603996277,4154.0,,US,US-AZ,Douglas Bisbee,no,KDUG,DUG,KDUG,DUG,http://www.azdot.gov/mpd/airport_development/airports/airports_list.asp?FAA=DUG,https://en.wikipedia.org/wiki/Bisbee-Douglas_International_Airport,
19665,KDUH,small_airport,Toledo Suburban Airport,41.73590087890625,-83.65540313720703,669.0,,US,US-MI,Lambertville,no,,,KDUH,DUH,,https://en.wikipedia.org/wiki/Toledo_Suburban_Airport,
3498,KDUJ,medium_airport,DuBois Regional Airport,41.17829895,-78.8986969,1817.0,,US,US-PA,Dubois,yes,KDUJ,DUJ,KDUJ,DUJ,,https://en.wikipedia.org/wiki/DuBois_Regional_Airport,DuBois Jefferson County
19666,KDUX,small_airport,Moore County Airport,35.857899,-102.013,3705.0,,US,US-TX,Dumas,no,,,KDUX,DUX,,https://en.wikipedia.org/wiki/Moore_County_Airport_(Texas),
19667,KDVK,small_airport,Stuart Powell Field,37.579409,-84.774347,1022.0,,US,US-KY,Danville,no,,,KDVK,DVK,,https://en.wikipedia.org/wiki/Stuart_Powell_Field,
19668,KDVL,medium_airport,Devils Lake Regional Airport,48.115454,-98.908796,1456.0,,US,US-ND,Devils Lake,yes,KDVL,DVL,KDVL,DVL,http://www.devilslakeairport.com/,https://en.wikipedia.org/wiki/Devils_Lake_Regional_Airport,
19669,KDVN,small_airport,Davenport Municipal Airport,41.610432,-90.589693,751.0,,US,US-IA,Davenport,no,KDVN,DVN,KDVN,DVN,http://www.cityofdavenportiowa.com/department/?fDD=47-0,https://en.wikipedia.org/wiki/Davenport_Municipal_Airport_(Iowa),
19670,KDVO,small_airport,Marin County Airport - Gnoss Field,38.143600463867,-122.55599975586,2.0,,US,US-CA,Novato,no,KDVO,NOT,KDVO,DVO,http://www.marincounty.org/depts/pw/divisions/airport,https://en.wikipedia.org/wiki/Marin_County_Airport,O56
19671,KDVP,small_airport,Slayton Municipal Airport,43.986801,-95.7826,1623.0,,US,US-MN,Slayton,no,KDVP,NSL,KDVP,DVP,http://www.slayton.govoffice.com/index.asp?SEC=5E59296F-B088-43BB-80E9-EC7A9653571B&Type=B_BASIC,,60Y
19672,KDVT,small_airport,Phoenix Deer Valley Airport,33.6883010864,-112.083000183,1478.0,,US,US-AZ,Phoenix,no,KDVT,DVT,KDVT,DVT,http://deervalleyairport.com/,https://en.wikipedia.org/wiki/Phoenix_Deer_Valley_Airport,
18612,KDWA,small_airport,Yolo County Davis Woodland Winters Airport,38.57910156,-121.8570023,100.0,,US,US-CA,Davis/Woodland/Winters,no,,,KDWA,DWA,,https://en.wikipedia.org/wiki/Yolo_County_Airport,Formerly 2Q3
19673,KDWH,small_airport,David Wayne Hooks Memorial Airport,30.0618000031,-95.5528030396,152.0,,US,US-TX,Houston,no,KDWH,DWH,KDWH,DWH,http://www.hooksairport.com/,https://en.wikipedia.org/wiki/David_Wayne_Hooks_Memorial_Airport,
19674,KDWU,small_airport,Ashland Regional Airport,38.554501,-82.737999,546.0,,US,US-KY,Worthington,no,,,KDWU,DWU,,https://en.wikipedia.org/wiki/Ashland_Regional_Airport,
19675,KDXE,small_airport,Dexter Municipal Airport,36.77750015,-89.94120026,304.0,,US,US-MO,Dexter,no,,,KDXE,DXE,,,
19676,KDXR,medium_airport,Danbury Municipal Airport,41.371656,-73.482227,458.0,,US,US-CT,Danbury,no,KDXR,DXR,KDXR,DXR,,https://en.wikipedia.org/wiki/Danbury_Municipal_Airport,
19677,KDXX,small_airport,Lac Qui Parle County Airport,44.986198,-96.177696,1082.0,,US,US-MN,Louisburg,no,,,KDXX,DXX,,https://en.wikipedia.org/wiki/Lac_qui_Parle_County_Airport,Madison Township Airport
19045,KDYA,small_airport,Demopolis Municipal Airport,32.463799,-87.954102,113.0,,US,US-AL,Demopolis,no,,,KDYA,DYA,,https://en.wikipedia.org/wiki/Demopolis_Municipal_Airport,Formerly 7A2
19678,KDYB,small_airport,Summerville Airport,33.0634,-80.279297,56.0,,US,US-SC,Summerville,no,,,KDYB,DYB,,https://en.wikipedia.org/wiki/Summerville_Airport,
19679,KDYL,small_airport,Doylestown Airport,40.3330001831,-75.1222991943,394.0,,US,US-PA,Doylestown,no,KDYL,DYL,KDYL,DYL,http://www.doylestownairport.com/,https://en.wikipedia.org/wiki/Doylestown_Airport,N88
19680,KDYR,small_airport,Dyersburg Regional Airport,35.999158,-89.404898,338.0,,US,US-TN,Dyersburg,no,,,KDYR,DYR,,https://en.wikipedia.org/wiki/Dyersburg_Regional_Airport,
3499,KDYS,medium_airport,Dyess Air Force Base,32.420799,-99.854599,1789.0,,US,US-TX,Abilene,no,KDYS,DYS,KDYS,DYS,http://www.dyess.af.mil/,https://en.wikipedia.org/wiki/Dyess_Air_Force_Base,
19681,KDYT,small_airport,Sky Harbor Airport,46.721901,-92.043404,610.0,,US,US-MN,Duluth,no,,,KDYT,DYT,,https://en.wikipedia.org/wiki/Sky_Harbor_Airport_%26_Seaplane_Base,
11812,KDZB,small_airport,Horseshoe Bay Resort Airpark,30.52709961,-98.35870361,1093.0,,US,US-TX,Horseshoe Bay,no,,,KDZB,DZB,,,4XS7
18783,KDZJ,small_airport,Blairsville Airport,34.855099,-83.996902,1911.0,,US,US-GA,Blairsville,no,,,KDZJ,DZJ,,https://en.wikipedia.org/wiki/Blairsville_Airport,Formerly 46A
19714,KEAG,small_airport,Eagle Grove Municipal Airport,42.709801,-93.9161,1133.0,,US,US-IA,Eagle Grove,no,,,KEAG,EAG,,,
19715,KEAN,small_airport,Phifer Airfield,42.0555,-104.929001,4776.0,,US,US-WY,Wheatland,no,KEAN,EAN,KEAN,EAN,,,
19716,KEAR,medium_airport,Kearney Regional Airport,40.727001,-99.006798,2131.0,,US,US-NE,Kearney,yes,KEAR,EAR,KEAR,EAR,,https://en.wikipedia.org/wiki/Kearney_Municipal_Airport,
19717,KEAT,medium_airport,Pangborn Memorial Airport,47.398899,-120.207001,1249.0,,US,US-WA,Wenatchee,yes,KEAT,EAT,KEAT,EAT,http://www.pangbornairport.com/,https://en.wikipedia.org/wiki/Pangborn_Memorial_Airport,
3501,KEAU,medium_airport,Chippewa Valley Regional Airport,44.86579895019531,-91.48429870605467,913.0,,US,US-WI,Eau Claire,yes,KEAU,EAU,KEAU,EAU,,https://en.wikipedia.org/wiki/Chippewa_Valley_Regional_Airport,
316110,KEBD,small_airport,Southern West Virginia Regional Airport,37.6818,-82.1221,1883.0,,US,US-WV,Varney,no,,,KEBD,EBD,,https://en.wikipedia.org/wiki/Appalachian_Regional_Airport,Appalachian Regional
19719,KEBG,small_airport,South Texas International at Edinburg Airport,26.4417,-98.1222,75.0,,US,US-TX,Edinburg,no,,,KEBG,EBG,https://cityofedinburg.com/departments/airport/index.php,https://en.wikipedia.org/wiki/South_Texas_International_Airport_at_Edinburg,"25R, Edinburg International"
19720,KEBS,small_airport,Webster City Municipal Airport,42.436848,-93.869905,1122.0,,US,US-IA,Webster City,no,KEBS,EBS,KEBS,EBS,,https://en.wikipedia.org/wiki/Webster_City_Municipal_Airport,
316113,KEBY,heliport,US Coast Guard Station Neah Bay Heliport,48.3704528,-124.5981194,10.0,,US,US-WA,Neah Bay,no,,,KEBY,EBY,http://www.uscg.mil/d13/staneahbay/staneahbay.asp,,
3502,KECG,medium_airport,Elizabeth City Regional Airport & Coast Guard Air Station,36.260601,-76.174599,11.0,,US,US-NC,Elizabeth City,no,KECG,ECG,KECG,ECG,http://www.ecgairport.com/,https://en.wikipedia.org/wiki/Elizabeth_City_Regional_Airport,
46530,KECP,medium_airport,Northwest Florida Beaches International Airport,30.357106,-85.795414,69.0,,US,US-FL,Panama City Beach,yes,KECP,ECP,KECP,ECP,http://iflybeaches.com,https://en.wikipedia.org/wiki/Northwest_Florida_Beaches_International_Airport,Northwest Florida Beaches International Airport
19721,KECS,small_airport,Mondell Field,43.88379,-104.314156,4174.0,,US,US-WY,Newcastle,no,KECS,ECS,KECS,ECS,,,
19722,KECU,small_airport,Edwards County Airport,29.9468994140625,-100.17400360107422,2372.0,,US,US-TX,Rocksprings,no,,,KECU,ECU,,,
45955,KEDC,small_airport,Austin Executive Airport,30.398049,-97.566909,620.0,,US,US-TX,Pflugerville,no,,,KEDC,EDC,,https://en.wikipedia.org/wiki/Austin_Executive_Airport,"6R4, Bird's Nest"
19723,KEDE,small_airport,Northeastern Regional Airport,36.027698516799994,-76.56710052490001,20.0,,US,US-NC,Edenton,no,KEDE,EDE,KEDE,EDE,,https://en.wikipedia.org/wiki/Northeastern_Regional_Airport,"MCAS Edenton, NAAS Edenton"
19724,KEDG,small_airport,Weide (Aberdeen Proving Ground) Army Heliport,39.391602,-76.2911,21.0,,US,US-MD,Gunpowder,no,,,KEDG,EDG,,https://en.wikipedia.org/wiki/Weide_Army_Airfield,
19725,KEDJ,small_airport,Bellefontaine Regional Airport,40.372299,-83.819,1122.0,,US,US-OH,Bellefontaine,no,,,KEDJ,EDJ,,https://en.wikipedia.org/wiki/Bellefontaine_Regional_Airport,
19726,KEDN,small_airport,Enterprise Municipal Airport,31.29969978,-85.89990234,361.0,,US,US-AL,Enterprise,no,KEDN,ETS,KEDN,EDN,,https://en.wikipedia.org/wiki/Enterprise_Municipal_Airport_(Alabama),
17175,KEDU,small_airport,University Airport,38.531502,-121.786489,69.0,,US,US-CA,Davis,no,,,KEDU,EDU,,https://en.wikipedia.org/wiki/University_Airport,0O5
3503,KEDW,medium_airport,Edwards Air Force Base,34.905399,-117.884003,2312.0,,US,US-CA,Edwards,no,KEDW,EDW,KEDW,EDW,,https://en.wikipedia.org/wiki/Edwards_Air_Force_Base,
19727,KEED,medium_airport,Needles Airport,34.7663002014,-114.623001099,983.0,,US,US-CA,Needles,no,KEED,EED,KEED,EED,http://cms.sbcounty.gov/airports/Airports/Needles.aspx,https://en.wikipedia.org/wiki/Needles_Airport,Needles AAF
3504,KEEN,medium_airport,Dillant Hopkins Airport,42.898399,-72.270798,488.0,,US,US-NH,Keene,no,KEEN,EEN,KEEN,EEN,https://ci.keene.nh.us/keene-dillant-hopkins-airport,https://en.wikipedia.org/wiki/Dillant-Hopkins_Airport,
19728,KEEO,small_airport,Meeker Airport,40.04880142211914,-107.88600158691406,6421.0,,US,US-CO,Meeker,no,,,KEEO,EEO,,,
19729,KEET,medium_airport,Shelby County Airport,33.17699814,-86.78279877,586.0,,US,US-AL,Alabaster,no,,,KEET,EET,https://al-shelbycountytourism.civicplus.com/index.aspx?nid=109,https://en.wikipedia.org/wiki/Shelby_County_Airport_(Alabama),21A
19730,KEFC,small_airport,Belle Fourche Municipal Airport,44.73419952,-103.8619995,3191.0,,US,US-SD,Belle Fourche,no,,,KEFC,EFC,,,
19731,KEFD,medium_airport,Ellington Airport,29.6072998047,-95.1587982178,32.0,,US,US-TX,Houston,no,KEFD,EFD,KEFD,EFD,,https://en.wikipedia.org/wiki/Ellington_Airport_(Texas),Ellington Field
19732,KEFK,small_airport,Northeast Kingdom International Airport,44.888802,-72.229202,930.0,,US,US-VT,Newport,no,KEFK,EFK,KEFK,EFK,,https://en.wikipedia.org/wiki/Newport_State_Airport_(Vermont),Newport State Airport
19733,KEFT,small_airport,Monroe Municipal Airport,42.614899,-89.590401,1086.0,,US,US-WI,Monroe,no,,,KEFT,EFT,,https://en.wikipedia.org/wiki/Monroe_Municipal_Airport,
19734,KEFW,small_airport,Jefferson Municipal Airport,42.009866,-94.341717,1044.0,,US,US-IA,Jefferson,no,KEFW,EFW,KEFW,EFW,https://cityofjeffersoniowa.org/city-departments/airport/,,Don Monthei Airfield
3505,KEGE,medium_airport,Eagle County Regional Airport,39.64260101,-106.9179993,6548.0,,US,US-CO,Eagle,yes,KEGE,EGE,KEGE,EGE,http://www.eaglecounty.us/airport/,https://en.wikipedia.org/wiki/Eagle_County_Regional_Airport,
19735,KEGI,medium_airport,Duke Field,30.65040016,-86.52290344,191.0,,US,US-FL,Crestview,no,KEGI,EGI,KEGI,EGI,http://www.919sow.afrc.af.mil/,https://en.wikipedia.org/wiki/Duke_Field,Eglin AF Auxiliary Number 3
19736,KEGQ,small_airport,Emmetsburg Municipal Airport,43.10200119018555,-94.70469665527344,1205.0,,US,US-IA,Emmetsburg,no,,,KEGQ,EGQ,,,
19737,KEGT,small_airport,Wellington Municipal Airport,37.323601,-97.388298,1277.0,,US,US-KS,Wellington,no,,,KEGT,EGT,,https://en.wikipedia.org/wiki/Wellington_Municipal_Airport,
19738,KEGV,small_airport,Eagle River Union Airport,45.932300567599995,-89.26830291750001,1642.0,,US,US-WI,Eagle River,no,KEGV,EGV,KEGV,EGV,http://www.erairport.com/,https://en.wikipedia.org/wiki/Eagle_River_Union_Airport,
19739,KEHA,small_airport,Elkhart Morton County Airport,37.000702,-101.879997,3622.0,,US,US-KS,Elkhart,no,,,KEHA,EHA,,https://en.wikipedia.org/wiki/Elkhart%E2%80%93Morton_County_Airport,
19740,KEHO,small_airport,Shelby-Cleveland County Regional Airport,35.2556,-81.600998,847.0,,US,US-NC,Shelby,no,,,KEHO,EHO,,https://en.wikipedia.org/wiki/Shelby%E2%80%93Cleveland_County_Regional_Airport,
19741,KEHR,small_airport,Henderson City County Airport,37.8078,-87.685699,387.0,,US,US-KY,Henderson,no,,,KEHR,EHR,,https://en.wikipedia.org/wiki/Henderson_City-County_Airport,
19742,KEIK,small_airport,Erie Municipal Airport,40.010200500488,-105.047996521,5130.0,,US,US-CO,Erie,no,,,KEIK,EIK,https://www.erieco.gov/93/Airport,https://en.wikipedia.org/wiki/Erie_Municipal_Airport,48V
19743,KEIW,small_airport,County Memorial Airport,36.535301,-89.599701,296.0,,US,US-MO,New Madrid,no,,,KEIW,EIW,,,
3506,KEKA,medium_airport,Murray Field,40.803398,-124.112999,7.0,,US,US-CA,Eureka,no,KEKA,EKA,KEKA,EKA,,https://en.wikipedia.org/wiki/Murray_Field,
19745,KEKM,small_airport,Elkhart Municipal Airport,41.7193984985,-86.00319671630001,778.0,,US,US-IN,Elkhart,no,KEKM,EKI,KEKM,EKM,http://www.elkhartindiana.org/department/index.php?structureid=2,https://en.wikipedia.org/wiki/Elkhart_Municipal_Airport,
3507,KEKN,medium_airport,Elkins-Randolph County Regional Airport,38.889759,-79.857651,1987.0,,US,US-WV,Elkins,no,KEKN,EKN,KEKN,EKN,http://www.elkinsairport.com/,,
3508,KEKO,medium_airport,Elko Regional Airport,40.82490158081055,-115.79199981689452,5140.0,,US,US-NV,Elko,yes,KEKO,EKO,KEKO,EKO,,https://en.wikipedia.org/wiki/Elko_Regional_Airport,
19746,KEKQ,small_airport,Wayne County Airport,36.855301,-84.856102,963.0,,US,US-KY,Monticello,no,,,KEKQ,EKQ,,https://en.wikipedia.org/wiki/Wayne_County_Airport_(Kentucky),
19747,KEKS,small_airport,Ennis Big Sky Airport,45.271801,-111.649002,5423.0,,US,US-MT,Ennis,no,,,KEKS,EKS,,https://en.wikipedia.org/wiki/Big_Sky_Airport,5U3
19748,KEKX,small_airport,Addington Field / Elizabethtown Regional Airport,37.686001,-85.925003,775.0,,US,US-KY,Elizabethtown,no,KEKX,EKX,KEKX,EKX,http://www.ekxairport.com/,https://en.wikipedia.org/wiki/Elizabethtown_Regional_Airport,
19749,KEKY,small_airport,Bessemer Airport,33.312901,-86.925903,700.0,,US,US-AL,Bessemer,no,,,KEKY,EKY,https://www.bessemerairportauthority.com/,https://en.wikipedia.org/wiki/Bessemer_Airport,2A3
19750,KELA,small_airport,Eagle Lake Airport,29.600599288900003,-96.3218994141,184.0,,US,US-TX,Eagle Lake,no,KELA,ELA,KELA,ELA,,,
3509,KELD,medium_airport,South Arkansas Regional Airport at Goodwin Field,33.221001,-92.813301,277.0,,US,US-AR,El Dorado,yes,KELD,ELD,KELD,ELD,,https://en.wikipedia.org/wiki/South_Arkansas_Regional_Airport_at_Goodwin_Field,
19751,KELK,small_airport,Elk City Regional Business Airport,35.43080139,-99.39430237,2013.0,,US,US-OK,Elk City,no,KELK,ELK,KELK,ELK,http://www.elkcityairport.com/default.htm,https://en.wikipedia.org/wiki/Elk_City_Regional_Business_Airport,
3510,KELM,medium_airport,Elmira Corning Regional Airport,42.1599006652832,-76.8916015625,954.0,,US,US-NY,Elmira/Corning,yes,KELM,ELM,KELM,ELM,,https://en.wikipedia.org/wiki/Elmira-Corning_Regional_Airport,
19752,KELN,small_airport,Bowers Field,47.03300095,-120.5309982,1764.0,,US,US-WA,Ellensburg,no,KELN,ELN,KELN,ELN,http://www.wsdot.wa.gov/aviation/AllStateAirports/Ellensburg_BowersField.htm,https://en.wikipedia.org/wiki/Bowers_Airport,Ellensburg Army Airfield
3511,KELO,medium_airport,Ely Municipal Airport,47.82450104,-91.83070374,1456.0,,US,US-MN,Ely,no,KELO,LYU,KELO,ELO,http://www.ely.mn.us/index.asp?Type=B_BASIC&SEC=%7B936B252D-C48B-42BD-B996-37F320A6CFF7%7D,https://en.wikipedia.org/wiki/Ely_Municipal_Airport,
3512,KELP,medium_airport,El Paso International Airport,31.807199,-106.377998,3959.0,,US,US-TX,El Paso,yes,KELP,ELP,KELP,ELP,https://elpasointernationalairport.com/,https://en.wikipedia.org/wiki/El_Paso_International_Airport,
19753,KELY,medium_airport,Ely Airport Yelland Field,39.29970169,-114.8420029,6259.0,,US,US-NV,Ely,no,KELY,ELY,KELY,ELY,,https://en.wikipedia.org/wiki/Ely_Airport,
